engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-14T00:19:14.472094+00:00,72.09396362304688,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,1,2025-08-14T00:19:14.544219+00:00,71.9461441040039,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,2,2025-08-14T00:19:14.616189+00:00,66.96367263793945,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,3,2025-08-14T00:19:14.683172+00:00,69.98848915100098,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,4,2025-08-14T00:19:14.753194+00:00,67.7943229675293,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,0,2025-08-14T00:19:22.039501+00:00,1650.30837059021,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,1,2025-08-14T00:19:23.689844+00:00,1606.0702800750732,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,2,2025-08-14T00:19:25.295948+00:00,1604.6290397644043,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,3,2025-08-14T00:19:26.900607+00:00,1612.9698753356934,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,4,2025-08-14T00:19:28.513606+00:00,1630.079984664917,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
