engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-13T22:45:15.015034+00:00,10.069608688354492,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,1,2025-08-13T22:45:15.025149+00:00,10.05840301513672,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,2,2025-08-13T22:45:15.035228+00:00,10.060787200927734,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,3,2025-08-13T22:45:15.045297+00:00,10.06007194519043,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,4,2025-08-13T22:45:15.055364+00:00,10.060310363769531,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,0,2025-08-13T22:45:22.162168+00:00,2326.8232345581055,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,1,2025-08-13T22:45:24.489039+00:00,2348.7513065338135,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,2,2025-08-13T22:45:26.837829+00:00,2346.92120552063,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,3,2025-08-13T22:45:29.184787+00:00,2287.7790927886963,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,4,2025-08-13T22:45:31.472605+00:00,2321.9404220581055,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
