engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-13T17:33:00.979792+00:00,10.107040405273438,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,1,2025-08-13T17:33:00.989930+00:00,10.134220123291016,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,2,2025-08-13T17:33:01.000093+00:00,10.102272033691406,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,3,2025-08-13T17:33:01.010249+00:00,10.120630264282228,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,4,2025-08-13T17:33:01.020429+00:00,10.100603103637695,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,0,2025-08-13T17:33:06.252779+00:00,19.242048263549805,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,1,2025-08-13T17:33:06.272097+00:00,18.207788467407227,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,2,2025-08-13T17:33:06.290331+00:00,19.001007080078125,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,3,2025-08-13T17:33:06.309358+00:00,19.31142807006836,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,4,2025-08-13T17:33:06.328694+00:00,17.87257194519043,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
