engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-09T22:13:28.620460+00:00,12.532949447631836,cpu,16,2e2ffc10ab13b1d6f0234d0007488c4a3dedf3e6,smoke,Apple M4 Max
deepmind,1,2025-08-09T22:13:28.633139+00:00,12.516021728515623,cpu,16,2e2ffc10ab13b1d6f0234d0007488c4a3dedf3e6,smoke,Apple M4 Max
deepmind,2,2025-08-09T22:13:28.645679+00:00,11.709928512573242,cpu,16,2e2ffc10ab13b1d6f0234d0007488c4a3dedf3e6,smoke,Apple M4 Max
deepmind,3,2025-08-09T22:13:28.657414+00:00,12.53032684326172,cpu,16,2e2ffc10ab13b1d6f0234d0007488c4a3dedf3e6,smoke,Apple M4 Max
deepmind,4,2025-08-09T22:13:28.669967+00:00,12.52603530883789,cpu,16,2e2ffc10ab13b1d6f0234d0007488c4a3dedf3e6,smoke,Apple M4 Max
ligo,0,2025-08-09T22:13:28.684795+00:00,12.517213821411133,cpu,16,621531e4f36c3ce5e20157f88f27049d3f3f1fcc,smoke,Apple M4 Max
ligo,1,2025-08-09T22:13:28.697325+00:00,12.511968612670898,cpu,16,621531e4f36c3ce5e20157f88f27049d3f3f1fcc,smoke,Apple M4 Max
ligo,2,2025-08-09T22:13:28.709856+00:00,12.53986358642578,cpu,16,621531e4f36c3ce5e20157f88f27049d3f3f1fcc,smoke,Apple M4 Max
ligo,3,2025-08-09T22:13:28.722417+00:00,12.541055679321287,cpu,16,621531e4f36c3ce5e20157f88f27049d3f3f1fcc,smoke,Apple M4 Max
ligo,4,2025-08-09T22:13:28.735000+00:00,12.528181076049805,cpu,16,621531e4f36c3ce5e20157f88f27049d3f3f1fcc,smoke,Apple M4 Max
