engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-13T10:57:12.231799+00:00,10.06770133972168,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,1,2025-08-13T10:57:12.241889+00:00,10.108470916748049,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,2,2025-08-13T10:57:12.252018+00:00,10.068416595458984,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,3,2025-08-13T10:57:12.262106+00:00,10.069131851196287,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,4,2025-08-13T10:57:12.272194+00:00,10.067224502563477,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,0,2025-08-13T10:57:17.500223+00:00,18.966197967529297,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,1,2025-08-13T10:57:17.519242+00:00,18.080949783325195,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,2,2025-08-13T10:57:17.537354+00:00,18.14126968383789,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,3,2025-08-13T10:57:17.555519+00:00,17.863750457763672,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,4,2025-08-13T10:57:17.573405+00:00,17.865419387817383,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
