engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-13T21:57:11.114626+00:00,10.068655014038086,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,1,2025-08-13T21:57:11.124721+00:00,10.105371475219728,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,2,2025-08-13T21:57:11.134851+00:00,10.072469711303713,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,3,2025-08-13T21:57:11.144948+00:00,10.083436965942385,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,4,2025-08-13T21:57:11.155064+00:00,10.086297988891602,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,0,2025-08-13T21:57:17.881785+00:00,2331.233263015747,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,1,2025-08-13T21:57:20.213082+00:00,2321.903944015503,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,2,2025-08-13T21:57:22.535030+00:00,2326.3983726501465,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,3,2025-08-13T21:57:24.861459+00:00,2324.3672847747803,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,4,2025-08-13T21:57:27.185874+00:00,2355.419635772705,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
