engine,pass_index,start_ts,elapsed_ms,device,seq_len,commit,notes,cpu_brand
deepmind,0,2025-08-13T22:40:28.491050+00:00,122.20239639282228,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,1,2025-08-13T22:40:28.613297+00:00,107.66291618347168,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,2,2025-08-13T22:40:28.720997+00:00,86.13920211791992,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,3,2025-08-13T22:40:28.807161+00:00,84.76066589355469,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
deepmind,4,2025-08-13T22:40:28.891947+00:00,121.57368659973145,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,0,2025-08-13T22:40:33.693218+00:00,20.518064498901367,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,1,2025-08-13T22:40:33.713778+00:00,19.181489944458008,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,2,2025-08-13T22:40:33.732985+00:00,19.225358963012695,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,3,2025-08-13T22:40:33.752232+00:00,19.114017486572266,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
ligo,4,2025-08-13T22:40:33.771367+00:00,19.60587501525879,cuda,64,unknown,,INTEL(R) XEON(R) PLATINUM 8558
